"","name","label","concept"
"1135","PCT027006","Total!!Unmarried partner of householder present!!In family households!!In female householder and female partner households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1136","PCT027007","Total!!Unmarried partner of householder present!!In family households!!In female householder and male partner households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1137","PCT027008","Total!!Unmarried partner of householder present!!In nonfamily households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1138","PCT027009","Total!!Unmarried partner of householder present!!In nonfamily households!!In male householder and male partner households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1139","PCT027010","Total!!Unmarried partner of householder present!!In nonfamily households!!In male householder and female partner households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1140","PCT027011","Total!!Unmarried partner of householder present!!In nonfamily households!!In female householder and female partner households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1141","PCT027012","Total!!Unmarried partner of householder present!!In nonfamily households!!In female householder and male partner households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1142","PCT027013","Total!!No unmarried partner of householder present","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1143","PCT027014","Total!!No unmarried partner of householder present!!In family households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1144","PCT027015","Total!!No unmarried partner of householder present!!In family households!!In husband-wife family households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1145","PCT027016","Total!!No unmarried partner of householder present!!In family households!!In male householder, no wife present, family households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1146","PCT027017","Total!!No unmarried partner of householder present!!In family households!!In female householder, no husband present, family households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1147","PCT027018","Total!!No unmarried partner of householder present!!In nonfamily households","PRESENCE OF UNMARRIED PARTNER OF HOUSEHOLDER BY HOUSEHOLD TYPE FOR THE POPULATION UNDER 18 YEARS IN HOUSEHOLDS (EXCLUDING HOUSEHOLDERS, SPOUSES, AND UNMARRIED PARTNERS)"
"1148","PCT028001","Total","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1149","PCT028002","Total!!In households","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1150","PCT028003","Total!!In households!!In family households","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1151","PCT028004","Total!!In households!!In family households!!Householder","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1152","PCT028005","Total!!In households!!In family households!!Householder!!Male","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1153","PCT028006","Total!!In households!!In family households!!Householder!!Female","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1154","PCT028007","Total!!In households!!In family households!!Spouse","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1155","PCT028008","Total!!In households!!In family households!!Child","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1156","PCT028009","Total!!In households!!In family households!!Parent","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1157","PCT028010","Total!!In households!!In family households!!Parent-in-law","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1158","PCT028011","Total!!In households!!In family households!!Other relatives","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1159","PCT028012","Total!!In households!!In family households!!Nonrelatives","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1160","PCT028013","Total!!In households!!In nonfamily households","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1161","PCT028014","Total!!In households!!In nonfamily households!!Male householder","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1162","PCT028015","Total!!In households!!In nonfamily households!!Male householder!!Living alone","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1163","PCT028016","Total!!In households!!In nonfamily households!!Male householder!!Not living alone","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1164","PCT028017","Total!!In households!!In nonfamily households!!Female householder","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1165","PCT028018","Total!!In households!!In nonfamily households!!Female householder!!Living alone","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1166","PCT028019","Total!!In households!!In nonfamily households!!Female householder!!Not living alone","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1167","PCT028020","Total!!In households!!In nonfamily households!!Nonrelatives","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1168","PCT028021","Total!!In group quarters","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1169","PCT028022","Total!!In group quarters!!Institutionalized population","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1170","PCT028023","Total!!In group quarters!!Noninstitutionalized population","HOUSEHOLD TYPE BY RELATIONSHIP FOR THE POPULATION 65 YEARS AND OVER"
"1171","PCT029001","Total","FAMILIES"
"1172","PCT030001","Total","POPULATION IN FAMILIES BY AGE (ITERATED BY RACE, HISPANIC OR LATINO ORIGIN, OR AMERICAN INDIAN OR ALASKA NATIVE TRIBE OR TRIBAL GROUPING OF THE HOUSEHOLDER)"
"1173","PCT030002","Total!!Under 18 years","POPULATION IN FAMILIES BY AGE (ITERATED BY RACE, HISPANIC OR LATINO ORIGIN, OR AMERICAN INDIAN OR ALASKA NATIVE TRIBE OR TRIBAL GROUPING OF THE HOUSEHOLDER)"
"1174","PCT030003","Total!!18 years and over","POPULATION IN FAMILIES BY AGE (ITERATED BY RACE, HISPANIC OR LATINO ORIGIN, OR AMERICAN INDIAN OR ALASKA NATIVE TRIBE OR TRIBAL GROUPING OF THE HOUSEHOLDER)"
"1175","PCT031001","Average family size!!Total","AVERAGE FAMILY SIZE BY AGE"
"1176","PCT031002","Average family size!!Total!!Under 18 years","AVERAGE FAMILY SIZE BY AGE"
"1177","PCT031003","Average family size!!Total!!18 years and over","AVERAGE FAMILY SIZE BY AGE"
"1178","PCT032001","Total","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1179","PCT032002","Total!!Husband-wife family","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1180","PCT032003","Total!!Husband-wife family!!With own children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1181","PCT032004","Total!!Husband-wife family!!With own children under 18 years!!Under 6 years only","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1182","PCT032005","Total!!Husband-wife family!!With own children under 18 years!!Under 6 years and 6 to 17 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1183","PCT032006","Total!!Husband-wife family!!With own children under 18 years!!6 to 17 years only","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1184","PCT032007","Total!!Husband-wife family!!No own children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1185","PCT032008","Total!!Other family","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1186","PCT032009","Total!!Other family!!Male householder, no wife present","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1187","PCT032010","Total!!Other family!!Male householder, no wife present!!With own children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1188","PCT032011","Total!!Other family!!Male householder, no wife present!!With own children under 18 years!!Under 6 years only","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1189","PCT032012","Total!!Other family!!Male householder, no wife present!!With own children under 18 years!!Under 6 years and 6 to 17 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1190","PCT032013","Total!!Other family!!Male householder, no wife present!!With own children under 18 years!!6 to 17 years only","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1191","PCT032014","Total!!Other family!!Male householder, no wife present!!No own children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1192","PCT032015","Total!!Other family!!Female householder, no husband present","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1193","PCT032016","Total!!Other family!!Female householder, no husband present!!With own children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1194","PCT032017","Total!!Other family!!Female householder, no husband present!!With own children under 18 years!!Under 6 years only","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1195","PCT032018","Total!!Other family!!Female householder, no husband present!!With own children under 18 years!!Under 6 years and 6 to 17 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1196","PCT032019","Total!!Other family!!Female householder, no husband present!!With own children under 18 years!!6 to 17 years only","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1197","PCT032020","Total!!Other family!!Female householder, no husband present!!No own children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF OWN CHILDREN"
"1198","PCT033001","Total","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1199","PCT033002","Total!!Husband-wife family","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1200","PCT033003","Total!!Husband-wife family!!With related children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1201","PCT033004","Total!!Husband-wife family!!With related children under 18 years!!Under 6 years only","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1202","PCT033005","Total!!Husband-wife family!!With related children under 18 years!!Under 6 years and 6 to 17 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1203","PCT033006","Total!!Husband-wife family!!With related children under 18 years!!6 to 17 years only","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1204","PCT033007","Total!!Husband-wife family!!No related children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1205","PCT033008","Total!!Other family","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1206","PCT033009","Total!!Other family!!Male householder, no wife present","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1207","PCT033010","Total!!Other family!!Male householder, no wife present!!With related children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1208","PCT033011","Total!!Other family!!Male householder, no wife present!!With related children under 18 years!!Under 6 years only","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1209","PCT033012","Total!!Other family!!Male householder, no wife present!!With related children under 18 years!!Under 6 years and 6 to 17 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1210","PCT033013","Total!!Other family!!Male householder, no wife present!!With related children under 18 years!!6 to 17 years only","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1211","PCT033014","Total!!Other family!!Male householder, no wife present!!No related children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1212","PCT033015","Total!!Other family!!Female householder, no husband present","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1213","PCT033016","Total!!Other family!!Female householder, no husband present!!With related children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1214","PCT033017","Total!!Other family!!Female householder, no husband present!!With related children under 18 years!!Under 6 years only","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1215","PCT033018","Total!!Other family!!Female householder, no husband present!!With related children under 18 years!!Under 6 years and 6 to 17 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1216","PCT033019","Total!!Other family!!Female householder, no husband present!!With related children under 18 years!!6 to 17 years only","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1217","PCT033020","Total!!Other family!!Female householder, no husband present!!No related children under 18 years","FAMILY TYPE BY PRESENCE AND AGE OF RELATED CHILDREN"
"1218","PCT034001","Total","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1219","PCT034002","Total!!In husband-wife families","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1220","PCT034003","Total!!In husband-wife families!!Under 3 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1221","PCT034004","Total!!In husband-wife families!!3 and 4 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1222","PCT034005","Total!!In husband-wife families!!5 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1223","PCT034006","Total!!In husband-wife families!!6 to 11 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1224","PCT034007","Total!!In husband-wife families!!12 to 17 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1225","PCT034008","Total!!In other families","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1226","PCT034009","Total!!In other families!!In male householder, no wife present family","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1227","PCT034010","Total!!In other families!!In male householder, no wife present family!!Under 3 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1228","PCT034011","Total!!In other families!!In male householder, no wife present family!!3 and 4 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1229","PCT034012","Total!!In other families!!In male householder, no wife present family!!5 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1230","PCT034013","Total!!In other families!!In male householder, no wife present family!!6 to 11 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1231","PCT034014","Total!!In other families!!In male householder, no wife present family!!12 to 17 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1232","PCT034015","Total!!In other families!!In female householder, no husband present family","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1233","PCT034016","Total!!In other families!!In female householder, no husband present family!!Under 3 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1234","PCT034017","Total!!In other families!!In female householder, no husband present family!!3 and 4 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1235","PCT034018","Total!!In other families!!In female householder, no husband present family!!5 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1236","PCT034019","Total!!In other families!!In female householder, no husband present family!!6 to 11 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1237","PCT034020","Total!!In other families!!In female householder, no husband present family!!12 to 17 years","FAMILY TYPE AND AGE FOR OWN CHILDREN UNDER 18 YEARS"
"1238","PCT035001","Total","AGE OF GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER"
"1239","PCT035002","Total!!Under 3 years","AGE OF GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER"
"1240","PCT035003","Total!!3 and 4 years","AGE OF GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER"
"1241","PCT035004","Total!!5 years","AGE OF GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER"
"1242","PCT035005","Total!!6 to 11 years","AGE OF GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER"
"1243","PCT035006","Total!!12 to 17 years","AGE OF GRANDCHILDREN UNDER 18 YEARS LIVING WITH A GRANDPARENT HOUSEHOLDER"
"1244","PCT036001","Total","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1245","PCT036002","Total!!Male householder","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1246","PCT036003","Total!!Male householder!!Living alone","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1247","PCT036004","Total!!Male householder!!Living alone!!Householder 15 to 64 years","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1248","PCT036005","Total!!Male householder!!Living alone!!Householder 65 years and over","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1249","PCT036006","Total!!Male householder!!Not living alone","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1250","PCT036007","Total!!Male householder!!Not living alone!!Householder 15 to 64 years","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1251","PCT036008","Total!!Male householder!!Not living alone!!Householder 65 years and over","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1252","PCT036009","Total!!Female householder","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1253","PCT036010","Total!!Female householder!!Living alone","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1254","PCT036011","Total!!Female householder!!Living alone!!Householder 15 to 64 years","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
"1255","PCT036012","Total!!Female householder!!Living alone!!Householder 65 years and over","NONFAMILY HOUSEHOLDS BY SEX OF HOUSEHOLDER BY LIVING ALONE BY AGE OF HOUSEHOLDER"
